analysis_id,analysis_description,outcome_id,outcome_name,comparator_id,comparator_name,target_id,target_name,rr,ci_95lb,ci_95ub,p,target,comparator,target_days,comparator_days,events_target,events_comparator,log_rr,se_log_rr,llr,eval_cohort,exposure_cohort,sens_pe,sens_lb,sens_ub,spec_pe,spec_lb,spec_ub,ppv_pe,ppv_lb,ppv_ub,npv_pe,npv_lb,npv_ub,database_id
11,"PS matched, 730d",4008,Ischemic stroke PL,3,THZ w hypertension,1,ACEI w hypertension,1.10985,1.00807,1.22211,0.03385,119136,119136,62025195,61884634,879,792,0.10422,0.04912,2.26584,Ischemic stroke,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,optum_extended_dod
11,"PS matched, 730d",4008,Ischemic stroke PL,3,THZ w hypertension,5,ndCCB w hypertension,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,Ischemic stroke,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,optum_extended_dod
11,"PS matched, 730d",4009,Ischemic stroke NC,1,ACEI w hypertension,4,dCCB w hypertension,0.9707,0.91904,1.02525,0.28649,152762,152762,75829516,75916236,2518,2594,-0.02974,0.0279,0.56497,Ischemic stroke,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,optum_extended_dod
11,"PS matched, 730d",4009,Ischemic stroke NC,2,ARB w hypertension,1,ACEI w hypertension,1.07892,1.01403,1.14802,0.01643,149354,149354,73045485,73606230,2078,1926,0.07596,0.03166,2.88581,Ischemic stroke,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,optum_extended_dod
11,"PS matched, 730d",4009,Ischemic stroke NC,3,THZ w hypertension,1,ACEI w hypertension,1.10169,1.02018,1.18983,0.01359,118362,118362,61624575,61513207,1365,1239,0.09685,0.03924,3.04958,Ischemic stroke,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,optum_extended_dod
12,"PS matched, QBA, 730d",4009,Ischemic stroke NC,2,ARB w hypertension,1,ACEI w hypertension,1.11633,0.90011,1.3845,0.3164,149354,149354,NA,NA,2472,2218,0.11005,0.10984,2.88581,Ischemic stroke,NA,0.603,0.6,0.607,0.996,0.995,0.996,0.837,0.834,0.841,0.985,0.985,0.985,optum_extended_dod
12,"PS matched, QBA, 730d",4008,Ischemic stroke PL,1,ACEI w hypertension,4,dCCB w hypertension,0.9759,0.78524,1.21286,0.82591,154874,154874,NA,NA,2031,2081,-0.02439,0.11091,0.12594,Ischemic stroke,NA,0.589,0.586,0.593,0.997,0.997,0.997,0.872,0.869,0.875,0.985,0.984,0.985,optum_extended_dod
12,"PS matched, QBA, 730d",4009,Ischemic stroke NC,3,THZ w hypertension,1,ACEI w hypertension,1.16668,0.88063,1.54565,0.28272,118362,118362,NA,NA,1488,1278,0.15416,0.14351,3.04958,Ischemic stroke,NA,0.603,0.6,0.607,0.996,0.995,0.996,0.837,0.834,0.841,0.985,0.985,0.985,optum_extended_dod
12,"PS matched, QBA, 730d",4008,Ischemic stroke PL,3,THZ w hypertension,1,ACEI w hypertension,1.20169,0.78421,1.84144,0.39883,119136,119136,NA,NA,890,742,0.18373,0.21777,2.26584,Ischemic stroke,NA,0.589,0.586,0.593,0.997,0.997,0.997,0.872,0.869,0.875,0.985,0.984,0.985,optum_extended_dod
12,"PS matched, QBA, 730d",4008,Ischemic stroke PL,3,THZ w hypertension,5,ndCCB w hypertension,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,Ischemic stroke,NA,0.589,0.586,0.593,0.997,0.997,0.997,0.872,0.869,0.875,0.985,0.984,0.985,optum_extended_dod
12,"PS matched, QBA, 730d",4009,Ischemic stroke NC,1,ACEI w hypertension,4,dCCB w hypertension,0.96086,0.82405,1.12037,0.61038,152762,152762,NA,NA,3184,3310,-0.03993,0.07836,0.56497,Ischemic stroke,NA,0.603,0.6,0.607,0.996,0.995,0.996,0.837,0.834,0.841,0.985,0.985,0.985,optum_extended_dod
12,"PS matched, QBA, 730d",4008,Ischemic stroke PL,2,ARB w hypertension,1,ACEI w hypertension,1.1558,0.82764,1.61408,0.39545,150881,150881,NA,NA,1468,1272,0.1448,0.1704,2.63433,Ischemic stroke,NA,0.589,0.586,0.593,0.997,0.997,0.997,0.872,0.869,0.875,0.985,0.984,0.985,optum_extended_dod
12,"PS matched, QBA, 730d",4009,Ischemic stroke NC,3,THZ w hypertension,5,ndCCB w hypertension,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,Ischemic stroke,NA,0.603,0.6,0.607,0.996,0.995,0.996,0.837,0.834,0.841,0.985,0.985,0.985,optum_extended_dod
