targetName,targetId,cohortId,subgroupId,subgroupName,cohortType
Peripheral vascular disease referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,3210520010,3068,2000,Black,TwS
"Thrombotic microangiopathy events, based on diagnosis codes from Reynolds AJKD 2003 and Perkins NDT 2006",3138000030,3059,2000,Black,TwS
Insomnia with disorders of maintaing sleep concept prevalent cohort: First occurrence of expanded concept + descendants (excluding hypo/hypersomnias),4369620030,3093,2000,Black,TwS
Low back pain referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,1941330010,3033,2000,Black,TwS
Malignant tumor of stomach referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,4433870010,3105,2000,Black,TwS
"Thrombocytopenia events, as defined by diagnosis codes from Altomare ClinEpi 2016",4328700040,3082,2000,Black,TwS
Chronic kidney disease incident cohort: First condition occurrence of 'chronic kidney disease' conceptset,462710220060,3131,2000,Black,TwS
Acute tubular necrosis referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,4440440010,3107,2000,Black,TwS
"Hemorrhagic stroke events, defined by condition occurrences of 'intracranial bleed Hemorrhagic stroke' conceptset occurring between start and end of inpatient or ER visit",3767130030,3074,2000,Black,TwS
"Multi-system inflammatory syndrome (Kawasaki disease or toxic shock syndrome) episodes, defined by condition occurrences of 'Toxic shock syndrome or kawasaki disease' conceptset",3143810030,3060,2000,Black,TwS
Otitis media referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,3723280010,3069,2000,Black,TwS
Gastroesophageal reflux disease incident cohort: First occurrence of 'GERD' concept with >=365d prior observation,3188000030,3066,2000,Black,TwS
Chilblains referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,1414560010,3030,2000,Black,TwS
"Schizophrenia by Ren, 2005 and repeated in literature",4357830030,3087,2000,Black,TwS
"Depressive disorder prevalent cohort, defined as the earliest condition occurrence of 'Depressive disorder' conceptset with no teratment more than 30 days prior and no prior psychosies/mania",4403830030,3100,2000,Black,TwS
Myelodysplastic syndrome referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,1389940010,3025,2000,Black,TwS
Cardiac arrhythmia referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,447842170010,3129,2000,Black,TwS
Respiratory failure referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,42562280010,3120,2000,Black,TwS
Primary malignant neoplasm of respiratory tract referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,43114990010,3124,2000,Black,TwS
Multiple myeloma referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,4372330010,3095,2000,Black,TwS
HIV prevalent cohort: First occurrence of 'HIV excluding HIV-II' conceptset,4397270040,3098,2000,Black,TwS
Pulmonary hypertension referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,43220240010,3125,2000,Black,TwS
Migraine incident cohort: First occurrence of 'Migraine excluding abdominal migraine'+ descendants excluding abdominal migraine with >=365d prior observation,3187360030,3065,2000,Black,TwS
"Deep vein thrombosis events, defined by condition occurrences of 'deep vein thrombosis' conceptset",41330040050,3112,2000,Black,TwS
Behcet's syndrome custom concept (includes arthropathy) incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,4366420040,3090,2000,Black,TwS
"Hepatic failure prevalent cohort: First condition occurrence of 'hepatic failure, necrosis or coma' conceptset",42459750030,3118,2000,Black,TwS
Type B viral hepatitis referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,42812320010,3122,2000,Black,TwS
"Guillain-Barre syndrome inpatient (Arya et al, ScallenWalter et al, Iqbal et al, Anandan et al, Rasmussen et al. Baxter et al.)",41647700030,3113,2000,Black,TwS
Hyperlipidemia referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,4328670010,3080,2000,Black,TwS
Primary malignant neoplasm of kidney referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,1989850010,3171,2001,Black Men,TwS
Acute tubular necrosis referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,4440440010,3239,2001,Black Men,TwS
'Hypoglycemia disorder' incident cohort: First occurrence + descendants with >=365d prior observation,246090030,3141,2001,Black Men,TwS
"Cardiogenic shock by Vallabhajosyula, All events of Cardiogenic shock during inpatient or ER",1985710030,3170,2001,Black Men,TwS
Type 1 diabetes mellitus incident cohort: First occurrence of 'Type 1 diabetes mellitus' concept with >=365d prior observation,2012540030,3175,2001,Black Men,TwS
Thromboangiitis obliterans referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,3129390010,3187,2001,Black Men,TwS
Pulmonary hypertension referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,43220240010,3257,2001,Black Men,TwS
"Myocarditis by SundbÃ¸ll, First diagnosis of custom codes from SundbÃ¸ll, during inpatient or outpatient",3143830030,3193,2001,Black Men,TwS
Gout referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,4406740010,3234,2001,Black Men,TwS
Sleep apnea referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,3134590010,3190,2001,Black Men,TwS
"Hepatitis C prevalent cohort: First condition occurrence of 'Hepatitis C' conceptset (with Viral Hepatitis Carrier, Cirrhosis of liver due to chronic hepatitis C)",1974940040,3168,2001,Black Men,TwS
Persons observed in 2017 with 3yr prior observation (Age 40-49),1004,3136,2001,Black Men,TwS
Stress Cardiomyopathy as per Bhat et al (US 2020),404795890030,3258,2001,Black Men,TwS
Persons observed in 2017 with 3yr prior observation (Age 10-19),1001,3133,2001,Black Men,TwS
Persons observed in 2017 with 3yr prior observation (Age 70-79),1007,3139,2001,Black Men,TwS
"Stroke events, defined by condition occurrences of 'Stroke (ischemic or hemorrhagic)' conceptset occurring between start and end of inpatient or ER visit",3813160030,3210,2001,Black Men,TwS
"Primary biliary cirrhosis for first time in patients history, with exclusion of secondary biliary cirrhosis",1926750030,3164,2001,Black Men,TwS
Migraine incident cohort: First occurrence of 'Migraine excluding abdominal migraine'+ descendants excluding abdominal migraine with >=365d prior observation,3187360030,3197,2001,Black Men,TwS
Hypothyroidism referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,1406730010,3161,2001,Black Men,TwS
Attention deficit hyperactivity disorder referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,4384090010,3229,2001,Black Men,TwS
Glaucoma referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,4375410010,3228,2001,Black Men,TwS
Constipation Events: all occurrence of referent concept + descendants with 30 days gap,758600030,3144,2001,Black Men,TwS
Persons observed in 2017 with 3yr prior observation (Age 30-39),1003,3135,2001,Black Men,TwS
"Idiopathic thrombocytopenic purpura events, as defined by diagnosis codes from Shaw Platelets 2020",4328700030,3213,2001,Black Men,TwS
Malignant tumor of esophagus referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,41813430010,3247,2001,Black Men,TwS
Psoriatic arthritis,819310040,3149,2001,Black Men,TwS
Takayasu's disease referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,4407400010,3235,2001,Black Men,TwS
Sjogren's syndrome at first diagnosis,2544430030,3180,2001,Black Men,TwS
"Dyspnea prevalent cohort: Episodes of dyspnea, defined by condition occurrences of 'shortness of breath (dyspnea)' conceptset",3124370030,3186,2001,Black Men,TwS
"Schizophrenia by Ren, 2005 and repeated in literature",4357830030,3219,2001,Black Men,TwS
Posttraumatic stress disorder referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,4366760010,3224,2001,Black Men,TwS
"Transient ischemic attack events, defined by condition occurrences of 'Transient cerebral Ischemia (TCA)' conceptset occurring between start and end of inpatient or ER visit",3735030030,3202,2001,Black Men,TwS
Gastroesophageal reflux disease incident cohort: First occurrence of 'GERD' concept with >=365d prior observation,3188000030,3198,2001,Black Men,TwS
"Atrial fibrillation incident cohort: First occurrence of Atrial fibrillation with descendants with >=365d prior observation, removing family history code",3132170060,3188,2001,Black Men,TwS
Osteoporosis referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,805020010,3146,2001,Black Men,TwS
"Sepsis during hospitalization, defined by condition occurrences of 'sepsis' conceptset occurring between start and end of inpatient visit",1327970030,3151,2001,Black Men,TwS
"Alzheimer's disease by Imfeld Epilepsia, 2013",3784190030,3207,2001,Black Men,TwS
Hypertensive disorder prevalent cohort: First condition occurrence of 'Hypertension' conceptset,3168660030,3195,2001,Black Men,TwS
Abdominal pain referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,2002190010,3173,2001,Black Men,TwS
Malignant neoplasm of liver referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,42461270010,3251,2001,Black Men,TwS
Persons observed in 2017 with 3yr prior observation (Age 60-69),1006,3138,2001,Black Men,TwS
Malignant tumor of urinary bladder referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,1975080010,3169,2001,Black Men,TwS
"Acute myeloid leukemia, disease referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation",1403520010,3160,2001,Black Men,TwS
Atopic dermatitis and Eczema at first diagnosis,1338340050,3153,2001,Black Men,TwS
"B-cell lymphoma incident cohort: First occurrence of ""B-cell lymphoma"" with exclusions + descendants with >=365d prior observation",4345920030,3218,2001,Black Men,TwS
Persons observed in 2017 with 3yr prior observation (Age 20-29),1002,3134,2001,Black Men,TwS
"Hospitalization for Psychosis, defined by inpatient visit with a primary condition occurrence of 'psychosis' conceptset",4360730030,3220,2001,Black Men,TwS
Persons observed in 2017 with 3yr prior observation (Age 50-59),1005,3137,2001,Black Men,TwS
Dementia referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,41822100010,3248,2001,Black Men,TwS
Insomnia with disorders of maintaing sleep concept prevalent cohort: First occurrence of expanded concept + descendants (excluding hypo/hypersomnias),4369620030,3225,2001,Black Men,TwS
Facial palsy referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,40915590010,3242,2001,Black Men,TwS
Giant cell arteritis at first diagnosis (no history of giant cell arteritis),42909760030,3255,2001,Black Men,TwS
"Depressive disorder prevalent cohort, defined as the earliest condition occurrence of 'Depressive disorder' conceptset with no teratment more than 30 days prior and no prior psychosies/mania",4403830030,3232,2001,Black Men,TwS
Dysphagia incident cohort: First occurrence of Dysphagia and Difficulty swallowing descendants with >=365d prior observation,313170030,3142,2001,Black Men,TwS
"Neck pain cohort: First occurrence of ""neck pain"" concept Without descendants",241340030,3140,2001,Black Men,TwS
Tuberculosis prevalent cohort: First condition occurrence of 'Respiratory and pulmonary tuberculosis' conceptset,4345570030,3217,2001,Black Men,TwS
"Thrombocytopenia events, as defined by diagnosis codes from Altomare ClinEpi 2016",4328700040,3214,2001,Black Men,TwS
"Anosmia OR Hyposmia OR Dysgeusia episodes, defined by condition occurrences of 'Altered smell or taste' conceptset",435307140030,3260,2001,Black Men,TwS
Inflammatory bowel disease,40748150030,3241,2001,Black Men,TwS
Type 2 diabetes mellitus incident cohort: First condition occurrence of 'Type 2 diabetes mellitus' conceptset or Type 2 diabetes treatment or HbA1c > 6.5 and no prior observation of 'History of diabetes',2018260050,3179,2001,Black Men,TwS
Systemic lupus erythematosus (SLE) at first diagnosis,2576280030,3184,2001,Black Men,TwS
Optic neuritis referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,3749540010,3205,2001,Black Men,TwS
"Hemorrhagic stroke events, defined by condition occurrences of 'intracranial bleed Hemorrhagic stroke' conceptset occurring between start and end of inpatient or ER visit",3767130030,3206,2001,Black Men,TwS
"Guillain-Barre syndrome inpatient (Arya et al, ScallenWalter et al, Iqbal et al, Anandan et al, Rasmussen et al. Baxter et al.)",41647700030,3245,2001,Black Men,TwS
"Hospitalization for Chronic obstructive pulmonary disease, defined by inpatient visit with a primary condition occurrence of 'COPD' conceptset",2555730030,3181,2001,Black Men,TwS
Aseptic meningitis by Perez-Vilar (specific codes for meningitias excluding encephalitis diagnosis),42010960030,3249,2001,Black Men,TwS
Allergic rhinitis referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,2570070010,3183,2001,Black Men,TwS
Multiple myeloma referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,4372330010,3227,2001,Black Men,TwS
"Gastrointestinal bleeding events, defined by condition occurrences of 'Gastrointestinal hemorrhage GI bleeding' conceptset occurring between start and end of inpatient or ER visit",1926710030,3163,2001,Black Men,TwS
Type B viral hepatitis referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,42812320010,3254,2001,Black Men,TwS
Autism spectrum disorder referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,4397760010,3231,2001,Black Men,TwS
Granulomatosis with polyangiitis referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,3132230010,3189,2001,Black Men,TwS
Hidradenitis at first diagnosis,4341190030,3216,2001,Black Men,TwS
Influenza custom cohort: Flu-like symptom episodes,42663670030,3253,2001,Black Men,TwS
"Hospitalization for Asthma, defined by inpatient visit with a primary condition occurrence of 'asthma' conceptset",3170090030,3196,2001,Black Men,TwS
Rheumatoid arthritis at first diagnosis (no history of Rheumatoid arthritis),808090030,3147,2001,Black Men,TwS
Respiratory failure referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,42562280010,3252,2001,Black Men,TwS
Non-Hodgkin's lymphoma referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,40388380010,3240,2001,Black Men,TwS
Psoriasis at first diagnosis (no history of Psoriasis),1401680030,3159,2001,Black Men,TwS
HIV prevalent cohort: First occurrence of 'HIV excluding HIV-II' conceptset,4397270040,3230,2001,Black Men,TwS
"Deep vein thrombosis events, defined by condition occurrences of 'deep vein thrombosis' conceptset",41330040050,3244,2001,Black Men,TwS
Ankylosing spondylitis referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,4370820010,3226,2001,Black Men,TwS
Low back pain referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,1941330010,3165,2001,Black Men,TwS
"Pulmonary embolism events, defined by condition occurrences of 'Pulmonary embolism' conceptset",4404170030,3233,2001,Black Men,TwS
Osteoarthritis incident cohort: First occurrence of 'osteoarthritis' concept with >=365d prior observation,801800030,3145,2001,Black Men,TwS
Multiple Sclerosis (MS) at first diagnosis,3749190030,3204,2001,Black Men,TwS
Toxic shock syndrome referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,2012140010,3174,2001,Black Men,TwS
"Acute disseminated encephalomyelitis hospitalization events, using diagnosis codes from Minegishi 2019",3740210030,3203,2001,Black Men,TwS
"ventricular arrhythmia or cardiac arrest during hospitalization, defined by condition occurrences of 'ventricular arrhythmia or cardiac arrest' conceptset occurring between start and end of inpatient visit",41032950030,3243,2001,Black Men,TwS
Peripheral vascular disease referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,3210520010,3200,2001,Black Men,TwS
Malignant tumor of stomach referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,4433870010,3237,2001,Black Men,TwS
"Chronic lymphoid leukemia, disease referent concept prevalent cohort: First occurrence of updated concept set + descendants (condition and observation domain)",1383790030,3156,2001,Black Men,TwS
Ulcerative colitis at first diagnosis with no history of ulcerative colitis,818930030,3148,2001,Black Men,TwS
Crohn's disease for first time with no history (Thirumurthi),2016060030,3177,2001,Black Men,TwS
Behcet's syndrome custom concept (includes arthropathy) incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,4366420040,3222,2001,Black Men,TwS
Chilblains referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,1414560010,3162,2001,Black Men,TwS
Acute respiratory failure incident cohort: First occurrence of 'Acute respiratory failure' conceptset with >=365d prior observation,3190490030,3199,2001,Black Men,TwS
"Multi-system inflammatory syndrome (Kawasaki disease or toxic shock syndrome) episodes, defined by condition occurrences of 'Toxic shock syndrome or kawasaki disease' conceptset",3143810030,3192,2001,Black Men,TwS
Gastritis referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,2013400010,3176,2001,Black Men,TwS
"Thrombotic microangiopathy events, based on diagnosis codes from Reynolds AJKD 2003 and Perkins NDT 2006",3138000030,3191,2001,Black Men,TwS
Heart failure referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,3161390010,3194,2001,Black Men,TwS
Epilepsy Moura 1,3803780080,3208,2001,Black Men,TwS
"Angioedema events, defined by condition occurrences of 'Angioedema' conceptset occurring between start and end of inpatient or ER visit",4327910030,3211,2001,Black Men,TwS
"Hepatic failure prevalent cohort: First condition occurrence of 'hepatic failure, necrosis or coma' conceptset",42459750030,3250,2001,Black Men,TwS
Vasculitis associated with Antineutrophil cytoplasmic antibody (ANCA)-associated vasculitis,425357140030,3259,2001,Black Men,TwS
Malignant tumor of colon referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,41807900010,3246,2001,Black Men,TwS
"Nausea Events All Events of referent concept ""Nausea + descendants"" with 30 day gap",319670030,3143,2001,Black Men,TwS
Jaundice referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,1379770010,3155,2001,Black Men,TwS
Systemic sclerosis or or localized scleroderma at first diagnosis,1344420050,3154,2001,Black Men,TwS
Anaphylactic reaction by Walsh (Mini-sentinial validated definition),4412020030,3236,2001,Black Men,TwS
Narcolepsy (generalized algorithm from literature),4361000030,3221,2001,Black Men,TwS
Celiac disease referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,1949920010,3166,2001,Black Men,TwS
Thyroiditis referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,1334440010,3152,2001,Black Men,TwS
Obesity prevalent cohort: Earliest of condition occurrence or observation of 'obesity diagnoses' conceptset or BMI > 30 or body weight > 120kg,4337360030,3215,2001,Black Men,TwS
"Transverse myelitis events, using diagnosis codes from Marrie MSRD 2018",1398030050,3158,2001,Black Men,TwS
Bipolar disorder referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,4366650010,3223,2001,Black Men,TwS
Acute pancreatitis prevalent cohort: defined by condition occurrences of 'Acute pancreatitis' conceptset occurring between start and end of inpatient or ER visit,1990740030,3172,2001,Black Men,TwS
Otitis media referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,3723280010,3201,2001,Black Men,TwS
Persons observed in 2017 with 3yr prior observation (Age 0-9),1000,3132,2001,Black Men,TwS
"Ischemic stroke events, defined by condition occurrences of 'Ischemic stroke' conceptset occurring between start and end of inpatient or ER visit",4434540030,3238,2001,Black Men,TwS
Chronic kidney disease incident cohort: First condition occurrence of 'chronic kidney disease' conceptset,462710220060,3263,2001,Black Men,TwS
Kidney stone referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,2016200010,3178,2001,Black Men,TwS
Hyperlipidemia referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,4328670010,3212,2001,Black Men,TwS
Erythema multiforme incident cohort: First occurrence of 'Erythema multiforme or Stevens Johnson Syndrome' concept with >=365d prior observation,1327020030,3150,2001,Black Men,TwS
Parkinson's disease referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,3812700010,3209,2001,Black Men,TwS
Primary malignant neoplasm of respiratory tract referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,43114990010,3256,2001,Black Men,TwS
"Acute kidney injury diagnosis during hospitalization, defined by condition occurrences of 'acute renal failure' conceptset occurring between start and end of inpatient visit",1973200040,3167,2001,Black Men,TwS
Myelodysplastic syndrome referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,1389940010,3157,2001,Black Men,TwS
Cardiac arrhythmia referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,447842170010,3261,2001,Black Men,TwS
"Acute myocardial infarction events, defined by condition occurrences of 'Acute myocardial Infarction' conceptset occurring between start and end of inpatient or ER visit",3123270030,3185,2001,Black Men,TwS
Fracture of bone of hip region (dx + px) referent concept incident cohort (aged 50-89): First occurrence of hip fracture dx or procedure with >=365d prior observation,457636530030,3262,2001,Black Men,TwS
"Pneumonia prevalent cohort: Episodes of pneumonia, defined by condition occurrences of 'pneumonia' conceptset",2558480040,3182,2001,Black Men,TwS
Thyroiditis referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,1334440010,3284,2002,Black Women,TwS
Epilepsy Moura 1,3803780080,3340,2002,Black Women,TwS
"Stroke events, defined by condition occurrences of 'Stroke (ischemic or hemorrhagic)' conceptset occurring between start and end of inpatient or ER visit",3813160030,3342,2002,Black Women,TwS
Malignant tumor of urinary bladder referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,1975080010,3301,2002,Black Women,TwS
Rheumatoid arthritis at first diagnosis (no history of Rheumatoid arthritis),808090030,3279,2002,Black Women,TwS
"Acute kidney injury diagnosis during hospitalization, defined by condition occurrences of 'acute renal failure' conceptset occurring between start and end of inpatient visit",1973200040,3299,2002,Black Women,TwS
Psoriatic arthritis,819310040,3281,2002,Black Women,TwS
"Chronic lymphoid leukemia, disease referent concept prevalent cohort: First occurrence of updated concept set + descendants (condition and observation domain)",1383790030,3288,2002,Black Women,TwS
Persons observed in 2017 with 3yr prior observation (Age 70-79),1007,3271,2002,Black Women,TwS
Dementia referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,41822100010,3380,2002,Black Women,TwS
"Depressive disorder prevalent cohort, defined as the earliest condition occurrence of 'Depressive disorder' conceptset with no teratment more than 30 days prior and no prior psychosies/mania",4403830030,3364,2002,Black Women,TwS
"Atrial fibrillation incident cohort: First occurrence of Atrial fibrillation with descendants with >=365d prior observation, removing family history code",3132170060,3320,2002,Black Women,TwS
"Gastrointestinal bleeding events, defined by condition occurrences of 'Gastrointestinal hemorrhage GI bleeding' conceptset occurring between start and end of inpatient or ER visit",1926710030,3295,2002,Black Women,TwS
Crohn's disease for first time with no history (Thirumurthi),2016060030,3309,2002,Black Women,TwS
"Primary biliary cirrhosis for first time in patients history, with exclusion of secondary biliary cirrhosis",1926750030,3296,2002,Black Women,TwS
"Transverse myelitis events, using diagnosis codes from Marrie MSRD 2018",1398030050,3290,2002,Black Women,TwS
"Pneumonia prevalent cohort: Episodes of pneumonia, defined by condition occurrences of 'pneumonia' conceptset",2558480040,3314,2002,Black Women,TwS
"Hemorrhagic stroke events, defined by condition occurrences of 'intracranial bleed Hemorrhagic stroke' conceptset occurring between start and end of inpatient or ER visit",3767130030,3338,2002,Black Women,TwS
"Angioedema events, defined by condition occurrences of 'Angioedema' conceptset occurring between start and end of inpatient or ER visit",4327910030,3343,2002,Black Women,TwS
"Ischemic stroke events, defined by condition occurrences of 'Ischemic stroke' conceptset occurring between start and end of inpatient or ER visit",4434540030,3370,2002,Black Women,TwS
Systemic sclerosis or or localized scleroderma at first diagnosis,1344420050,3286,2002,Black Women,TwS
Acute respiratory failure incident cohort: First occurrence of 'Acute respiratory failure' conceptset with >=365d prior observation,3190490030,3331,2002,Black Women,TwS
Toxic shock syndrome referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,2012140010,3306,2002,Black Women,TwS
Celiac disease referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,1949920010,3298,2002,Black Women,TwS
Takayasu's disease referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,4407400010,3367,2002,Black Women,TwS
Fracture of bone of hip region (dx + px) referent concept incident cohort (aged 50-89): First occurrence of hip fracture dx or procedure with >=365d prior observation,457636530030,3394,2002,Black Women,TwS
Heart failure referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,3161390010,3326,2002,Black Women,TwS
Bipolar disorder referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,4366650010,3355,2002,Black Women,TwS
Sjogren's syndrome at first diagnosis,2544430030,3312,2002,Black Women,TwS
Parkinson's disease referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,3812700010,3341,2002,Black Women,TwS
Chilblains referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,1414560010,3294,2002,Black Women,TwS
Malignant tumor of colon referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,41807900010,3378,2002,Black Women,TwS
Migraine incident cohort: First occurrence of 'Migraine excluding abdominal migraine'+ descendants excluding abdominal migraine with >=365d prior observation,3187360030,3329,2002,Black Women,TwS
Dysphagia incident cohort: First occurrence of Dysphagia and Difficulty swallowing descendants with >=365d prior observation,313170030,3274,2002,Black Women,TwS
Thromboangiitis obliterans referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,3129390010,3319,2002,Black Women,TwS
"Dyspnea prevalent cohort: Episodes of dyspnea, defined by condition occurrences of 'shortness of breath (dyspnea)' conceptset",3124370030,3318,2002,Black Women,TwS
"Guillain-Barre syndrome inpatient (Arya et al, ScallenWalter et al, Iqbal et al, Anandan et al, Rasmussen et al. Baxter et al.)",41647700030,3377,2002,Black Women,TwS
"ventricular arrhythmia or cardiac arrest during hospitalization, defined by condition occurrences of 'ventricular arrhythmia or cardiac arrest' conceptset occurring between start and end of inpatient visit",41032950030,3375,2002,Black Women,TwS
"Nausea Events All Events of referent concept ""Nausea + descendants"" with 30 day gap",319670030,3275,2002,Black Women,TwS
Persons observed in 2017 with 3yr prior observation (Age 20-29),1002,3266,2002,Black Women,TwS
Allergic rhinitis referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,2570070010,3315,2002,Black Women,TwS
Gout referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,4406740010,3366,2002,Black Women,TwS
Anaphylactic reaction by Walsh (Mini-sentinial validated definition),4412020030,3368,2002,Black Women,TwS
Persons observed in 2017 with 3yr prior observation (Age 50-59),1005,3269,2002,Black Women,TwS
"Alzheimer's disease by Imfeld Epilepsia, 2013",3784190030,3339,2002,Black Women,TwS
Posttraumatic stress disorder referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,4366760010,3356,2002,Black Women,TwS
Systemic lupus erythematosus (SLE) at first diagnosis,2576280030,3316,2002,Black Women,TwS
Non-Hodgkin's lymphoma referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,40388380010,3372,2002,Black Women,TwS
"Hepatitis C prevalent cohort: First condition occurrence of 'Hepatitis C' conceptset (with Viral Hepatitis Carrier, Cirrhosis of liver due to chronic hepatitis C)",1974940040,3300,2002,Black Women,TwS
"Hospitalization for Chronic obstructive pulmonary disease, defined by inpatient visit with a primary condition occurrence of 'COPD' conceptset",2555730030,3313,2002,Black Women,TwS
Otitis media referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,3723280010,3333,2002,Black Women,TwS
"Anosmia OR Hyposmia OR Dysgeusia episodes, defined by condition occurrences of 'Altered smell or taste' conceptset",435307140030,3392,2002,Black Women,TwS
Multiple myeloma referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,4372330010,3359,2002,Black Women,TwS
Type 1 diabetes mellitus incident cohort: First occurrence of 'Type 1 diabetes mellitus' concept with >=365d prior observation,2012540030,3307,2002,Black Women,TwS
Peripheral vascular disease referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,3210520010,3332,2002,Black Women,TwS
Ulcerative colitis at first diagnosis with no history of ulcerative colitis,818930030,3280,2002,Black Women,TwS
Acute pancreatitis prevalent cohort: defined by condition occurrences of 'Acute pancreatitis' conceptset occurring between start and end of inpatient or ER visit,1990740030,3304,2002,Black Women,TwS
Persons observed in 2017 with 3yr prior observation (Age 60-69),1006,3270,2002,Black Women,TwS
"Acute myeloid leukemia, disease referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation",1403520010,3292,2002,Black Women,TwS
Persons observed in 2017 with 3yr prior observation (Age 30-39),1003,3267,2002,Black Women,TwS
